date,ethusd_gwt,ethusd_mean,ethusd_close,ethusd_high,ethusd_low,total_gas_used,has_hourly_data,gwt_vs_mean_pct,price_volatility,price_regime
2023-11-27,2030.8346600073348,2030.8391307371323,2026.3711949309068,2067.1804045914246,1993.5844162871533,107702123594,True,-0.0002201419959778399,0.5911835939447841,medium
2023-11-28,2033.5936518371466,2033.580015375587,2050.0979761716903,2066.2824549852194,2006.7165759443524,107824735828,True,0.0006705642982570744,0.48631785688408674,medium
2023-11-29,2045.9566259812912,2045.9307872111212,2028.546477126224,2069.245361153574,2025.538978245994,107940875890,True,0.001262934715652518,0.2085744873545262,medium
2023-11-30,2036.9137547826467,2036.923439570736,2049.515550270137,2049.515550270137,2027.1597154509157,107888214993,True,-0.00047546156626080576,0.22787497705336057,medium
2023-12-01,2089.1980709044883,2089.2022731697866,2085.7876837694207,2101.633002188794,2049.893611829653,107863170034,True,-0.00020114209869885036,0.26351451673566845,medium
2023-12-02,2114.0635745803734,2114.0819597827626,2162.9023083476986,2163.12496234358,2090.2531071163066,108073234725,True,-0.0008696541921744288,0.37320540486761955,medium
2023-12-03,2165.885320553049,2165.8896628323914,2196.4076368232954,2202.9907809301476,2155.2950057197113,107731495784,True,-0.00020048479001017082,0.3582170170714091,medium
2023-12-04,2231.9221610019117,2231.928459749399,2235.020359231617,2261.258129460505,2202.189361720312,107932894414,True,-0.00028221099379749506,0.26743492753187487,medium
2023-12-05,2236.340798607915,2236.361658058265,2290.4318007125903,2295.207292670411,2198.5370315626405,107825092919,True,-0.0009327404749129807,0.276605255239529,medium
2023-12-06,2268.1315226038414,2268.141518667801,2230.324492804942,2298.8484192704987,2230.324492804942,107655420086,True,-0.00044071606102449027,0.3745018682133949,medium
2023-12-07,2284.3009345265355,2284.4957993465964,2353.6421870919407,2364.9185584023853,2235.7256785295754,107619362929,True,-0.008529883054137872,0.4760937476400655,medium
2023-12-08,2361.8694248594174,2361.868752210014,2358.913636043606,2380.098432218662,2349.0831386726964,107734640482,True,2.8479542007218908e-05,0.49384167706195753,medium
2023-12-09,2359.6751178225677,2359.6752926273803,2341.1270113730616,2383.3221431851416,2341.1270113730616,107775026891,True,-7.408002834344341e-06,0.49451301226743977,medium
2023-12-10,2349.870099000032,2349.886245377883,2351.6199839283076,2367.184983053577,2331.378356094543,108026932108,True,-0.0006871131691005225,0.4957113779255934,medium
2023-12-11,2234.7734513001988,2234.749290544173,2220.3217993012686,2350.1551531735454,2177.113094891672,108107606481,True,0.0010811394427028115,0.6780984433512633,medium
2023-12-12,2210.8053162120696,2210.7989955543744,2199.020079839841,2237.713278154072,2174.675233298603,108106962359,True,0.0002858992476408562,0.6450343952003224,medium
2023-12-13,2198.944958489089,2198.970460834469,2261.1253781847468,2271.767769728662,2158.840788633461,107951238138,True,-0.0011597402436429713,0.6573610085051695,medium
2023-12-14,2279.937929971892,2279.9713053295686,2321.80000755726,2321.80000755726,2250.6756691360615,107686124251,True,-0.0014638499001495286,0.5398742789517197,medium
2023-12-15,2261.411688345557,2261.3845588818604,2220.0689216392075,2309.3577690024254,2220.0689216392075,107844138701,True,0.0011996837773692022,0.6169060893784483,medium
2023-12-16,2242.385167076142,2242.402301683686,2224.222988226832,2254.58435143035,2223.3752716726526,107658432944,True,-0.0007641183533895257,0.6212233322499723,medium
2023-12-17,2218.5296595181094,2218.5208254111762,2204.1697846426373,2240.860810408129,2204.1697846426373,107644874518,True,0.0003981980620578154,0.6138734423072213,medium
2023-12-18,2169.340088547399,2169.3520531569843,2217.535930455942,2217.535930455942,2132.775268640133,107799727606,True,-0.0005515291797860136,0.4712801643823156,medium
2023-12-19,2212.2946312677473,2212.3082054264064,2175.660610512927,2249.2913335308813,2156.059551675508,107521423941,True,-0.0006135744841448543,0.4873839164439797,medium
2023-12-20,2208.208498100761,2208.209914258783,2192.3647426115663,2248.4510118022963,2178.3924904892615,107579988983,True,-6.413149460540417e-05,0.4310691398726187,medium
2023-12-21,2223.1757204770356,2223.158419407275,2238.316816880529,2268.4025168999096,2189.588922541942,107751019186,True,0.0007782202837999305,0.40676154714421736,medium
2023-12-22,2295.7745199502,2295.8219243902317,2323.9663227948445,2333.694740388019,2240.903629431555,107605180103,True,-0.002064813456480609,0.3596185638272173,medium
2023-12-23,2293.40146547886,2293.396900347135,2309.1138252145015,2322.482875664803,2276.426614997811,107629555293,True,0.00019905545890833943,0.3711395865187042,medium
2023-12-24,2293.0557736612727,2293.0538554363598,2266.442141829906,2318.1078726208566,2259.894312405573,107427708036,True,8.36537226730272e-05,0.39894585849295683,medium
2023-12-25,2277.7941790967234,2277.813338247064,2276.5708415132012,2290.267965966001,2262.6539191961674,107288173904,True,-0.0008411202980981675,0.39865213050494397,medium
2023-12-26,2237.086065771875,2237.051406474375,2228.9019154527805,2272.194162469824,2198.1805184966806,107826286358,True,0.001549329505769062,0.4060198986390226,medium
2023-12-27,2289.044527800956,2289.224678004168,2380.168319606609,2380.168319606609,2219.988100673162,107320132740,True,-0.007869485461286652,0.6190536160289584,medium
2023-12-28,2383.1963910105865,2383.192597460715,2352.0332344608973,2432.221801943825,2349.118079015657,107586891315,True,0.00015917932421002668,0.6360192670239686,medium
2023-12-29,2336.300616957136,2336.215149231348,2292.495117248114,2373.8378650143495,2276.8502410206443,107328229193,True,0.0036583841953144363,0.6146811920145976,medium
2023-12-30,2297.459545228729,2297.4552777319946,2292.8681148142873,2316.049496328534,2276.5537525965074,107328398745,True,0.00018574884898917693,0.6133392390114591,medium
2023-12-31,2294.071686390874,2294.0953818114335,2278.789078844603,2311.349759396505,2278.7697435773966,107822421080,True,-0.0010328873309790826,0.5977045119168912,medium
2024-01-01,2305.1163147484444,2305.1398354944436,2345.6784042975182,2345.6784042975182,2273.6733352290034,107407637525,True,-0.001020360918541693,0.63204860188294,medium
2024-01-02,2380.4187716319666,2380.4368993852217,2357.700516805161,2422.2000274457873,2357.4652580693773,107478678978,True,-0.0007615305097916819,0.5945436099648123,medium
2024-01-03,2291.8028518478395,2291.680967674007,2204.6259042141596,2378.487331953094,2197.0018336863554,107766428329,True,0.005318548940781343,0.5596384766719616,medium
2024-01-04,2247.4739438261026,2247.6071909710877,2272.6962186276364,2284.5641861729673,2209.5795899827062,107488204769,True,-0.005928400012257684,0.6335895266482034,medium
2024-01-05,2246.0011749565424,2245.9920258954353,2268.0102687152034,2269.788423546708,2221.8309143826314,107245315367,True,0.0004073505605373592,0.6086773464745338,medium
2024-01-06,2243.6780569370276,2243.664450090055,2237.028568283151,2265.888393101623,2227.320260739787,106831408703,True,0.0006064564142750234,0.6151009785611239,medium
2024-01-07,2241.819534713496,2241.830834803642,2217.7438610549807,2250.1282776352996,2217.7438610549807,107394196834,True,-0.0005040563262232357,0.6161160441221226,medium
2024-01-08,2256.805110309557,2256.722750610848,2332.779717901709,2349.5373546194487,2183.151014920525,107128253991,True,0.003649526672561079,0.7041406347122846,medium
2024-01-09,2293.621457098871,2293.660810341463,2334.953072499059,2349.8468031715415,2256.33194048423,107735811426,True,-0.00171573941598,0.7028614932503154,medium
2024-01-10,2416.9350245742644,2417.0631400088,2596.8852415598294,2596.8852415598294,2357.0537543671658,108039914246,True,-0.005300458743298012,0.8647176897754049,medium
2024-01-11,2610.3345215692907,2610.286087034506,2618.072912828553,2654.0219958010107,2578.5612200955948,107494111854,True,0.0018555259143852967,0.8700739778563171,medium
2024-01-12,2605.5941423480804,2605.4878855798092,2516.65547350229,2687.637387036186,2494.7523929743093,108005495587,True,0.004078190839389667,0.9649964492997357,medium
2024-01-13,2550.5719193984573,2550.5822845585367,2582.053481267788,2582.053481267788,2512.255654622939,108005730581,True,-0.00040638406932005927,0.9327505974450322,medium
2024-01-14,2537.397279742959,2537.363133592409,2482.3107610585457,2568.8837791414394,2482.3107610585457,108134241314,True,0.0013457336909298524,1.0137120390767187,medium
2024-01-15,2519.121532055386,2519.1183519641836,2513.2515517026904,2541.557485144649,2488.1108295983713,108163633646,True,0.00012623826109586623,0.9712298162791411,medium
2024-01-16,2545.1270483889416,2545.190779894406,2592.3363937487175,2603.8929818002803,2509.019230487308,108180953706,True,-0.002503997184338631,0.975530429066679,medium
2024-01-17,2548.879993591435,2548.8785515329537,2523.4593217578654,2586.5202889126076,2516.265767165992,107968963473,True,5.657619427655496e-05,0.577937381486041,medium
2024-01-18,2504.6440894587504,2504.6466119730876,2466.2742837986953,2541.1989444800843,2440.444332808831,107969323481,True,-0.00010071338308394073,0.5823184308426033,medium
2024-01-19,2471.1040202888616,2471.0805842054206,2490.2794064381474,2490.8715135165326,2437.4675592527187,108078043228,True,0.0009484143734883302,0.5300052247010961,medium
2024-01-20,2470.7397763340896,2470.7190731615483,2469.9929116592157,2482.942372706278,2456.2168769209507,108259517050,True,0.0008379411793991228,0.4784022040108557,medium
2024-01-21,2471.152734127423,2471.1382283197995,2455.2695268345087,2478.220182313705,2455.2695268345087,106895847127,True,0.0005870091546245328,0.39372674008812264,medium
2024-01-22,2385.6328066260085,2385.507905824741,2313.673687496132,2456.775690981159,2313.673687496132,107066175822,True,0.0052358158596911685,0.5416208076462224,medium
2024-01-23,2256.515342558847,2256.4789467625183,2236.4018716678397,2344.829516505654,2182.6246845460805,107559721243,True,0.0016129464172866634,0.4176485396925381,medium
2024-01-24,2227.960811154484,2227.94303271051,2231.496120814411,2247.942237962061,2208.4998586091283,107890753868,True,0.0007979756983377471,0.43348488229078175,medium
2024-01-25,2214.5626594964497,2214.561759592368,2218.9939368789564,2234.722123384253,2186.5088795996444,107897157665,True,4.063576360465193e-05,0.4378552636739624,medium
2024-01-26,2239.700676532985,2239.7240960138543,2266.7063220394675,2271.5829663120207,2203.359353706802,107806677082,True,-0.0010456413319271135,0.4837275763947239,medium
2024-01-27,2267.8871252646704,2267.8978205285803,2265.1922823743466,2275.3322694232825,2254.9895468422988,107624862310,True,-0.0004715937293570551,0.49131023290473685,medium
2024-01-28,2275.0374735752084,2275.0622289276484,2251.727316837105,2297.4510895688927,2251.727316837105,107888489936,True,-0.0010881175963126525,0.4913226643518429,medium
2024-01-29,2275.9604429569126,2276.005870852971,2314.230398593045,2314.3589061554644,2243.3591317636947,107991132926,True,-0.0019959481054095353,0.38368224446222543,medium
2024-01-30,2330.8720128055306,2330.946560653958,2352.8900819998726,2380.102456716598,2304.0226446970973,107940522562,True,-0.003198179215502308,0.270651624823302,medium
2024-01-31,2318.850086308441,2318.8647170040435,2284.097306439507,2342.087145527796,2277.375668403446,107737421516,True,-0.0006309421802533508,0.3779419786026678,medium
2024-02-01,2278.423450558847,2278.3734738499606,2298.0466097032077,2302.6321907833412,2250.7566810384596,107815064064,True,0.002193525752469536,0.37016076443098767,medium
2024-02-02,2304.1387674313924,2304.1378523177177,2306.285778306177,2317.7856254282806,2286.9246217602317,107869357288,True,3.971609917854119e-05,0.3437530717718391,medium
2024-02-03,2309.2823191705747,2309.321650241792,2295.469458798652,2322.7347222351964,2295.469458798652,107882343219,True,-0.0017031439173212266,0.3472984071928634,medium
2024-02-04,2297.324291598461,2297.338753591345,2287.3046371321902,2306.2605860257904,2276.989990417877,107809884439,True,-0.0006295106832261864,0.3443749135714769,medium
2024-02-05,2300.891482203017,2300.9016887291837,2294.3783605788626,2327.5894756177327,2276.530325508846,107912071842,True,-0.00044358810359904283,0.272330452460011,medium
2024-02-06,2336.534437135263,2336.6219667434557,2376.278007365518,2384.749696679327,2298.03175566343,107853818287,True,-0.0037459892716254547,0.3663402908571486,medium
2024-02-07,2384.49744607933,2384.4662968769194,2425.250123908881,2433.5066988262015,2357.847013347925,108032034472,True,0.0013063385484410625,0.277344630420471,medium
2024-02-08,2427.819280107966,2427.84403848651,2423.506113801925,2451.107357927839,2418.7253841351394,107796228622,True,-0.0010197680803016888,0.28547577753989073,medium
2024-02-09,2475.504856479994,2475.424319271096,2492.4077947982473,2516.7058231200776,2421.3879583858716,107744163399,True,0.0032534708603709907,0.31811190083222823,medium
2024-02-10,2497.011483162316,2496.9858900197355,2501.296078920062,2512.448376175948,2481.1026247248237,107920858560,True,0.0010249614418212408,0.297862151390958,medium
2024-02-11,2515.500491078688,2515.497723709848,2502.4466229845207,2532.359450443842,2499.716754747382,107973234501,True,0.00011001277456880076,0.28590644225466805,medium
2024-02-12,2539.1410120988276,2539.119171457111,2654.8435396026366,2654.8435396026366,2480.861839947073,108336399815,True,0.0008601660749965649,0.4314714380815708,medium
2024-02-13,2646.602487600755,2646.5994754821254,2637.1942545380707,2677.0435373472383,2608.4528658569993,108034822123,True,0.00011381089800390379,0.4531865207904303,medium
2024-02-14,2711.9234120810984,2711.9870991716284,2777.9051154718522,2777.9051154718522,2627.72876416689,107963565178,True,-0.0023483552170838686,0.5317269813825439,medium
2024-02-15,2806.066974914937,2806.064820745522,2823.72534240817,2841.207068471425,2777.6789369787816,107909845451,True,7.676834116879098e-05,0.5049627588148115,medium
2024-02-16,2814.5612013733657,2814.5438959543485,2801.83770543849,2849.985378022826,2774.397756160111,107876645228,True,0.0006148569593148959,0.5445641004583689,medium
2024-02-17,2777.6732648879292,2777.677727815759,2785.389982626816,2802.170312867561,2736.103099203009,107808972332,True,-0.00016067118893235498,0.5628876623794831,medium
2024-02-18,2809.72210294553,2809.6931621573463,2879.4143814436225,2879.4143814436225,2774.426944536199,107612687137,True,0.0010300337621741023,0.5588472262091376,medium
2024-02-19,2913.6657621334866,2913.6081273440395,2951.29164924806,2973.0361959811344,2865.956711394937,107596176309,True,0.0019781242681949467,0.45107959754825755,medium
2024-02-20,2938.6628352630705,2938.7017391158984,3014.664635707944,3014.664635707944,2895.3024993252584,108103664047,True,-0.0013238448907559942,0.4111300317553327,high
2024-02-21,2939.0096145018247,2939.0727703219272,2959.2528387560073,3008.3357389114335,2891.462019999235,107696619297,True,-0.0021488348550025116,0.376522355351357,medium
2024-02-22,2970.1187776763477,2970.101225240522,2974.459863587001,3015.0217919674624,2919.3011164823806,108040640154,True,0.0005909709634271101,0.37211669962671146,medium
2024-02-23,2943.9827619228067,2944.0094025546878,2918.6786290153445,2983.247505921194,2918.6786290153445,108054519966,True,-0.000904909877594793,0.4066399504964289,medium
2024-02-24,2959.382390987209,2959.4134693564047,2989.0651705071637,2993.0722553009127,2917.9109423032437,108601405592,True,-0.0010501529954335853,0.4108099213831301,medium
2024-02-25,3045.874050496622,3045.9141560754347,3107.879110252189,3107.879110252189,2989.629687024964,108425387700,True,-0.0013167008903542778,0.43326600831765205,high
2024-02-26,3115.897651429508,3115.9705350799954,3176.2417214179054,3184.2764997768204,3053.2518307331925,108199123255,True,-0.002339035291467702,0.42802689558328144,high
2024-02-27,3237.997791011405,3237.9875152921663,3244.598834194136,3272.781386701609,3174.168315358039,108378433181,True,0.0003173489456020902,0.428100730023626,high
2024-02-28,3306.8564493066233,3306.840878838591,3369.9744372116174,3392.2804835225343,3242.8661779913914,108230695232,True,0.0004708562825627624,0.38804233657653453,high
2024-02-29,3430.06867334788,3430.1657775973486,3347.373970771628,3501.218072916636,3327.9677282981393,108219695232,True,-0.0028308908596378747,0.4216015436372608,high
2024-03-01,3406.731178501794,3406.7225226539163,3440.502677621655,3440.502677621655,3366.5790786310845,108685731684,True,0.0002540813882061239,0.29494027884000107,high
2024-03-02,3425.025648599839,3425.006485057058,3418.5600322199384,3447.4867843806387,3409.2957950866826,108495209709,True,0.0005595184378343384,0.36686438801815957,high
2024-03-03,3436.8463145642695,3436.880064494448,3478.354957343179,3481.209109625671,3389.063546654241,108718074450,True,-0.0009819932480991463,0.32502554134512474,high
2024-03-04,3526.621288483807,3526.5813797339083,3630.298941280598,3630.298941280598,3469.8251879589725,108653858699,True,0.001131655436279699,0.3809010808840581,high
2024-03-05,3652.452269233744,3652.296258272358,3542.4617019775674,3797.5728297208143,3411.040668224363,108593584113,True,0.004271585609538446,0.4924270963470105,high
2024-03-06,3764.6877118043326,3764.6582886342308,3817.585988776589,3881.8258963585436,3525.834575088446,108438373463,True,0.0007815628364111234,0.6663828531608287,high
2024-03-07,3821.5397971809043,3821.5750676233656,3865.456314957216,3913.1873083638684,3762.970006850923,108463146699,True,-0.0009229294685353725,0.6359223083064132,high
2024-03-08,3927.017061012156,3926.9048231746124,3896.4775652915027,3978.5088943606115,3869.4195190091286,107525961766,True,0.0028581756522622604,0.6395007995689139,high
2024-03-09,3917.5781992158227,3917.5708571423397,3913.7069060351664,3943.1077615014874,3891.5898183365493,108667500359,True,0.00018741392946534553,0.6184501071806838,high
2024-03-10,3922.0611655397483,3922.0862918089483,3859.043217463818,3955.142951456916,3846.386855320113,108424806273,True,-0.0006406352979139574,0.6659448723879672,high
2024-03-11,3980.0677587273176,3980.239123576693,4074.165922788843,4074.165922788843,3815.665186854454,108427298106,True,-0.004305390808318052,0.7017827377937921,high
2024-03-12,3997.894516331912,3997.9607578211767,3959.156217362295,4079.1189432542865,3891.969207802414,108407847684,True,-0.0016568819274900845,0.7166936701362033,high
