date,bf_obs_gwei,total_gas_used,block_count,bf_median_gwei,bf_mean_gwei,bf_p90_gwei,bf_min_gwei,bf_max_gwei,weight_vs_median_pct
2024-02-04,15.769268734658564,107809884439.0,7111.0,14.634834017,15.941224121331318,20.105105815,9.91844211,67.965170273,7.751606313681394
2024-02-05,18.944457363988622,107912071842.0,7123.0,16.292372103,19.130220994170433,29.9827689378,9.444392595,57.113269469,16.278079362674745
2024-02-06,35.523622060217754,107853818287.0,7125.0,29.707057158,35.84126403185193,56.612112604200014,13.080951357,366.98624231,19.579741174905884
2024-02-07,39.599934334333454,108032034472.0,7132.0,32.350286225000005,39.96785993081016,65.56805671650005,19.917529681,191.805411223,22.409842246560984
2024-02-08,55.57017970990714,107796228622.0,7120.0,53.808557629999996,55.98715910457627,84.1246021335,21.252294168,264.257361305,3.273869729087443
2024-02-09,66.71782489585365,107744163399.0,7134.0,61.378881186,67.28310250964381,92.5675816051,34.46063929,341.455280867,8.698339895891454
2024-02-10,35.14609758152475,107920858560.0,7122.0,33.218315404500004,35.522823614223256,43.459610708300005,21.137436984,242.190453493,5.803371283432374
2024-02-11,27.545567000747663,107973234501.0,7120.0,25.109940774000002,27.849548627994384,34.5110179567,15.604738852,205.594587354,9.699848552688033
2024-02-12,39.91959285630401,108336399815.0,7135.0,24.066563697,40.37866778366222,82.80962386340006,15.272276831,477.514531131,65.87159412907859
2024-02-13,30.230181212219303,108034822123.0,7128.0,28.314130495,30.5765999646351,43.439709454,13.999330954,88.386016026,6.76711833887203
2024-02-14,25.89487796745431,107963565178.0,7119.0,23.477438337,26.178645998323923,40.263680685,13.216604778,118.206005495,10.296862867889942
2024-02-15,34.558588172057846,107909845451.0,7130.0,27.3270756105,34.869735452218656,62.34594182070003,14.391500243,158.278558379,26.462811698662886
2024-02-16,26.869030500358598,107876645228.0,7130.0,24.6991533275,27.101557270197898,39.6613262692,13.985743819,63.068506606,8.785228967515499
2024-02-17,19.321391072983086,107808972332.0,7113.0,18.098453804,19.532603908502743,26.1032895082,12.936293063,40.667898354,6.757136726855655
2024-02-18,21.909203843735412,107612687137.0,7096.0,21.029695905,22.133528490252672,31.70967262,11.818182718,49.474591067,4.182219004537771
2024-02-19,33.09061872853906,107596176309.0,7109.0,31.93413833,33.39471659315136,47.5745059574,15.466046739,81.590527941,3.621454841174239
2024-02-20,36.68740193476705,108103664047.0,7138.0,35.188251412,37.032207456384846,55.5667688572,16.751402545,151.386881187,4.260372319199153
2024-02-21,39.41162255181083,107696619297.0,7117.0,36.00573746,39.75974342479443,56.315920599200005,22.045750402,95.565774458,9.45928435876239
2024-02-22,47.27244072675542,108040640154.0,7125.0,39.62825534,47.67937512406638,68.1144204404,24.005907782,141.079641493,19.28973486511157
2024-02-23,40.536487831976466,108054519966.0,7140.0,37.097607054,41.019382233072406,59.3026821106,21.930447395,198.651207949,9.269818328095294
2024-02-24,27.60287469893575,108601405592.0,7161.0,26.310822655,27.910834035155844,35.765478131,16.51422725,61.090511434,4.910724612748719
2024-02-25,28.14362591751714,108425387700.0,7146.0,26.459734396,28.46227437627106,37.013054836500004,18.585595528,50.992208219,6.363977416839448
2024-02-26,39.48241696795551,108199123255.0,7140.0,32.446764331,39.8651987202493,63.3034590963,19.53560557,91.196500688,21.68368027450297
2024-02-27,47.35804813665085,108378433181.0,7150.0,45.6819725115,47.85603721127148,62.20935001070001,29.614061532,97.136583728,3.6690088737497377
2024-02-28,59.051466844203965,108230695232.0,7145.0,52.312164158,59.63505196767179,90.7338470998,26.165335172,305.752961076,12.882859645892387
2024-02-29,68.10490224672938,108219695232.0,7142.0,65.3161751615,68.78136740655714,90.68055458580002,38.364228223,144.056807251,4.269581123410869
2024-03-01,53.22047206466297,108685731684.0,7165.0,50.830152313,53.84442664737781,69.693198936,32.624712167,90.793482867,4.702562638301673
2024-03-02,47.609462305400484,108495209709.0,7148.0,47.00004431,48.17547815989732,57.6203777895,30.676376227,90.990317315,1.2966328103457152
2024-03-03,50.05554974032585,108718074450.0,7160.0,46.810370237,50.6569310809581,66.8191721801,30.29544951,110.863481202,6.932608067177356
2024-03-04,78.25368867334815,108653858699.0,7167.0,69.91177665,79.0701019420978,119.28659540440002,39.063834522,185.432504486,11.932055546392926
2024-03-05,90.56254951749865,108593584113.0,7164.0,80.002928404,91.5191385880719,136.00205705759998,49.376031092,394.06284966,13.199043240235554
2024-03-06,76.20564097664413,108438373463.0,7163.0,72.973885407,76.92088395484727,103.1962924618,43.970234142,168.096792201,4.428646702336794
2024-03-07,67.77597930413481,108463146699.0,7160.0,64.31024947099999,68.45923482985125,90.8923763162,40.216283116,148.62827185,5.389078508702799
2024-03-08,59.95873099628269,107525961766.0,7088.0,55.298006769500006,60.637331075048536,83.545728009,34.099132865,149.988421132,8.428376534818137
2024-03-09,53.88113698332852,108667500359.0,7160.0,50.217747026,54.51116741047556,72.3635000344,33.817778428,98.865478589,7.295010577499259
2024-03-10,57.09881335108998,108424806273.0,7152.0,56.172809199499994,57.717624495716024,70.51168287090002,37.079101767,111.78539671,1.6484917966292991
2024-03-11,65.56896051680829,108427298106.0,7152.0,63.523558951,66.25447026693932,94.27128070790002,30.197658897,189.986409103,3.2199102184845265
2024-03-12,58.5482667668303,108407847684.0,7153.0,55.461677959,59.17773722525947,77.73559842559999,35.96363844,131.749840651,5.565264019080096
