date,cooks_d,leverage,residual,influential
2021-08-05,4.627610864113715e-05,0.005231028682136396,-0.12988615055108355,False
2021-08-06,0.00038610020559522114,0.0035449156357567077,-0.45652077090131016,False
2021-08-07,0.0004244118831917765,0.004554253876218883,-0.4218504283610258,False
2021-08-08,0.0007748138540860716,0.003955002199396305,-0.6120121342608975,False
2021-08-09,0.0003893982082949169,0.0038391758813837436,-0.44041609158683315,False
2021-08-10,0.00022726456741604243,0.0035613470944343044,-0.3494338956188159,False
2021-08-11,5.9789422073231854e-05,0.0032075260145300803,-0.1889241967644395,False
2021-08-12,0.00022994177597383575,0.0033499363713350183,-0.36248422440899475,False
2021-08-13,0.00014006877397068146,0.0030227234932318926,-0.29792878313897475,False
2021-08-14,0.0001755218921881121,0.0028741579535046424,-0.3420708383791826,False
2021-08-15,0.0004316723160707312,0.002879197018100366,-0.5359754948473743,False
2021-08-16,9.000959689856146e-05,0.0029201909888605473,-0.24301017155346827,False
2021-08-17,0.0002519022564960511,0.003236965753312947,-0.3860065286717713,False
2021-08-18,0.00035580668904846235,0.0029611676646294437,-0.4797813681003831,False
2021-08-19,0.0005366112877902313,0.002884244947051297,-0.5970561281080684,False
2021-08-20,0.0005340826481769643,0.003112696520163185,-0.5732415464820342,False
2021-08-21,0.00063092719761822,0.0029602250027925335,-0.638992112469051,False
2021-08-22,0.0006117174495610882,0.0029925613367954417,-0.6257603664027087,False
2021-08-23,7.85069613163548e-06,0.0028984533785284777,-0.07203873273325812,False
2021-08-24,1.0548363316842873e-05,0.004275276185153477,0.06866026778587297,False
2021-08-25,0.00019895686778724402,0.0028754533135608583,0.3641090427577538,False
2021-08-26,0.00015063542064585786,0.0028742088712244104,0.31689113442094197,False
2021-08-27,0.000245735956511349,0.002888954455261884,0.40370421478630547,False
2021-08-28,0.00013134007716071808,0.0035716909317008434,0.2652549551759158,False
2021-08-29,0.000104564438153681,0.003213297240619811,0.24961721847051876,False
2021-08-30,0.00022619496391937765,0.0028760690695556076,0.38819210581782926,False
2021-08-31,0.00035622057645411575,0.0030209414255453777,0.4752587647664903,False
2021-09-01,0.0005175722775333012,0.0034201257869214785,0.5381859132681406,False
2021-09-02,0.00034666571885388946,0.003354689221199329,0.4447599571893157,False
2021-09-03,0.0009975297192697866,0.003549540258647629,0.7333112209383046,False
2021-09-04,0.0005570966078041618,0.0028083246619438336,0.6165609206444458,False
2021-09-05,0.0004115327638005426,0.002804517699465276,0.5302847871209906,False
2021-09-06,0.0005237958751952875,0.002808976873663674,0.5977795662015701,False
2021-09-07,0.00015434364518993846,0.023200155680160827,0.11060130687666714,False
2021-09-08,0.0007051447683227218,0.00483908505199582,0.5273592610662092,False
2021-09-09,0.0005999365776114371,0.0031537706097326933,0.6035615155246461,False
2021-09-10,0.00024888288075037185,0.0031239624884412355,0.3906083420594264,False
2021-09-11,7.325828221740165e-05,0.0022778465559594482,0.24838850778438015,False
2021-09-12,8.469692108606077e-05,0.0016534455010698374,0.31367213694714735,False
2021-09-13,5.456814347164765e-05,0.003144002994602737,0.18231243416177634,False
2021-09-14,2.11471666555988e-05,0.0021985768038500363,0.13584859221747791,False
2021-09-15,6.939094807743523e-05,0.002150942602201668,0.24880413932052292,False
2021-09-16,0.00011214709671759476,0.0023430658649986474,0.3029972901767408,False
2021-09-17,6.288594602596681e-05,0.0024572634628416833,0.22153288255297454,False
2021-09-18,1.1504006439709178e-07,0.002411951624767779,0.009564169163944314,False
2021-09-19,3.314175992646641e-06,0.002470092375247424,-0.050723926136797104,False
2021-09-20,0.00010241166376077953,0.004617767211180126,0.2057805518410767,False
2021-09-21,0.00010524626329631895,0.005672271251118225,0.188022640779959,False
2021-09-22,3.2821549203587003e-06,0.0029398064061887984,0.04624846257050308,False
2021-09-23,5.570070897220977e-05,0.0025109354769683374,0.20624169930486502,False
2021-09-24,8.941718127987153e-06,0.004322510283661657,0.06286615643115923,False
2021-09-25,8.700907178364156e-05,0.0026512706890708436,-0.2508176077328166,False
2021-09-26,1.2468011514639417e-06,0.0028005964664057125,-0.029208623401217437,False
2021-09-27,7.985763971412558e-05,0.002712985497444753,0.23752559416859498,False
2021-09-28,0.00017282678299724002,0.0027067511924907203,0.3498323631505009,False
2021-09-29,8.529573035773049e-05,0.0026300348567184348,0.24934170778730547,False
2021-09-30,0.00023781403195975096,0.0026164491105838063,0.41742700652912035,False
2021-10-01,0.00014515335391237925,0.003167243972978806,0.2962448634581847,False
2021-10-02,7.17592938199565e-06,0.0026726494120193163,0.07174003111462923,False
2021-10-03,2.9527869786464156e-06,0.002766740019054759,0.04522560521811769,False
2021-10-04,0.0002719435231511769,0.0026473614712466493,0.44374883805257426,False
2021-10-05,0.0006207858829626249,0.002698394902714077,0.6640494637139973,False
2021-10-06,0.0009808626215964337,0.0029183410645004094,0.8024584359493296,False
2021-10-07,0.000965375496432664,0.002858271825423226,0.8044684424676483,False
2021-10-08,0.0006038364037559014,0.0027171530674939414,0.6526445159967125,False
2021-10-09,0.00031317060187616944,0.003169795695017537,0.4349624805205359,False
2021-10-10,0.00011954463875850433,0.002667839527965497,0.2930763501075049,False
2021-10-11,0.0004907158509535718,0.002631345602790671,0.597912402600091,False
2021-10-12,0.0002830136493900144,0.002627287696956923,0.45442593208771953,False
2021-10-13,0.0004529089458899965,0.0027386391160320635,0.5629927323920967,False
